House Number,Street,First Name,Surname,Age,Relationship to Head of House,Marital Status,Gender,Occupation,Infirmity,Religion,Age Group,Occupation Status,Disability Status,Religion Category
35,Barrett Walk,Brenda,Parker,11,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
35,Barrett Walk,David,Parker,11,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
35,Barrett Walk,Karen,Parker,7,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
36,Barrett Walk,Christine,Murray,42,Head,Widowed,Female,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
36,Barrett Walk,Chelsea,Fisher-Murray,2,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
37,Barrett Walk,Connor,Stone,77,Head,Divorced,Male,Retired Chief Financial Officer,Healthy,Christian,Senior,Retired,Non-disabled,Religious
38,Barrett Walk,Mandy,Lowe,33,Head,Single,Female,Intelligence analyst,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
38,Barrett Walk,Jacqueline,Lowe,16,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
38,Barrett Walk,Adrian,Lowe,14,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
38,Barrett Walk,Keith,Lowe,12,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
39,Barrett Walk,Karl,Watts,85,Head,Married,Male,"Retired Engineer, production",Healthy,Christian,Senior,Retired,Non-disabled,Religious
39,Barrett Walk,Shirley,Watts,80,Wife,Married,Female,"Retired Doctor, general practice",Healthy,No Religion,Senior,Retired,Non-disabled,Non-religious
40,Barrett Walk,Rhys,Carter,26,Head,Single,Male,"Pharmacist, community",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
40,Barrett Walk,Katie,Robson,24,Partner,Single,Female,Art therapist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
41,Barrett Walk,Hollie,Sullivan,35,Head,Married,Female,"Designer, graphic",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
41,Barrett Walk,Elliot,Sullivan,36,Husband,Married,Male,Race relations officer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
41,Barrett Walk,Sylvia,Sullivan,4,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
42,Barrett Walk,Lisa,Birch,34,Head,Married,Female,Research scientist (medical),Healthy,Muslim,Adult,Employed,Non-disabled,Religious
42,Barrett Walk,Ricky,Birch,37,Husband,Married,Male,Sports coach,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
42,Barrett Walk,Aaron,Wilkins-Birch,1,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
43,Barrett Walk,Mandy,Lewis,93,Head,Married,Female,"Retired Surveyor, building control",Healthy,Catholic,Senior,Retired,Non-disabled,Religious
43,Barrett Walk,Brandon,Lewis,96,Husband,Married,Male,"Retired Scientist, water quality",Healthy,Catholic,Senior,Retired,Non-disabled,Religious
44,Barrett Walk,Judith,Thomas,21,Head,Divorced,Female,University Student,Healthy,Christian,Adult,University Student,Non-disabled,Religious
44,Barrett Walk,Danny,Austin,46,Unknown,Single,Male,Naval architect,Healthy,Christian,Adult,Employed,Non-disabled,Religious
44,Barrett Walk,Louis,Oliver,20,Unknown,Single,Male,University Student,Healthy,Christian,Adult,University Student,Non-disabled,Religious
44,Barrett Walk,Alexander,Khan,51,Unknown,Single,Male,Financial risk analyst,Healthy,Christian,Adult,Employed,Non-disabled,Religious
45,Barrett Walk,Anne,Walker,34,Head,Single,Female,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
45,Barrett Walk,Kimberley,Walker,5,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
45,Barrett Walk,Stuart,Walker,2,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
45,Barrett Walk,Clifford,Walker,0,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
46,Barrett Walk,Alex,Dixon,20,Head,Married,Male,University Student,Healthy,Catholic,Adult,University Student,Non-disabled,Religious
46,Barrett Walk,Chloe,Dixon,19,Wife,Married,Female,University Student,Healthy,Catholic,Adult,University Student,Non-disabled,Religious
47,Barrett Walk,Charlene,Davidson,39,Head,Married,Female,Passenger transport manager,Healthy,Christian,Adult,Employed,Non-disabled,Religious
47,Barrett Walk,Marc,Davidson,36,Husband,Married,Male,Pathologist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
47,Barrett Walk,Rosemary,Davidson,6,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
48,Barrett Walk,Chelsea,Wilson,53,Head,Married,Female,Fine artist,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
48,Barrett Walk,Trevor,Wilson,51,Husband,Married,Male,Unemployed,Healthy,Methodist,Adult,Unemployed,Non-disabled,Religious
48,Barrett Walk,Anthony,Wilson,27,Son,Single,Male,"Loss adjuster, chartered",Healthy,Methodist,Adult,Employed,Non-disabled,Religious
48,Barrett Walk,Stanley,Wilson,25,Son,Divorced,Male,Risk analyst,Healthy,Christian,Adult,Employed,Non-disabled,Religious
48,Barrett Walk,Bethany,Wilson,4,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
49,Barrett Walk,Wendy,Barker,39,Head,Married,Female,"Engineer, agricultural",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
49,Barrett Walk,Ashley,Barker,41,Husband,Married,Male,Community arts worker,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
49,Barrett Walk,Douglas,Barker,9,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
50,Barrett Walk,Anne,Edwards,77,Head,Married,Female,Retired Financial trader,Healthy,No Religion,Senior,Retired,Non-disabled,Non-religious
50,Barrett Walk,Julian,Edwards,77,Husband,Married,Male,Retired Electrical engineer,Healthy,No Religion,Senior,Retired,Non-disabled,Non-religious
51,Barrett Walk,Chloe,Moore,62,Head,Married,Female,"Engineer, water",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
51,Barrett Walk,Trevor,Moore,70,Husband,Married,Male,Retired Civil Service fast streamer,Healthy,Catholic,Senior,Retired,Non-disabled,Religious
51,Barrett Walk,Hazel,Moore,44,Daughter,Single,Female,Geographical information systems officer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
52,Barrett Walk,Hazel,Owen,35,Head,Single,Female,Unemployed,Healthy,Catholic,Adult,Unemployed,Non-disabled,Religious
52,Barrett Walk,Callum,Owen,8,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
53,Barrett Walk,Charlene,Jones,32,Head,Single,Female,Management consultant,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
53,Barrett Walk,Wayne,Murphy,34,Partner,Single,Male,"Surveyor, planning and development",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
53,Barrett Walk,Lesley,Jones,11,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
53,Barrett Walk,Jamie,Jones,8,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
53,Barrett Walk,Marcus,Jones,4,Son,Single,Male,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
54,Barrett Walk,Sharon,Tomlinson,68,Head,Widowed,Female,Retired Printmaker,Healthy,Christian,Adult,Retired,Non-disabled,Religious
54,Barrett Walk,Brian,Tomlinson,20,Grandson,Single,Male,University Student,Healthy,Christian,Adult,University Student,Non-disabled,Religious
54,Barrett Walk,Sam,Tomlinson,17,Grandson,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
55,Barrett Walk,Ellie,Perkins,53,Head,Married,Female,"Education officer, environmental",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
55,Barrett Walk,Andrew,Perkins,56,Husband,Married,Male,Trade union research officer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
55,Barrett Walk,Nicola,Perkins,27,Daughter,Single,Female,Government social research officer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
55,Barrett Walk,Albert,Hall-Perkins,27,Son,Single,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
55,Barrett Walk,Stuart,Hall-Perkins,13,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
56,Barrett Walk,Rhys,Roberts,47,Head,Single,Male,"Designer, blown glass/stained glass",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
56,Barrett Walk,Leigh,Scott,63,Unknown,Single,Male,Teaching laboratory technician,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
56,Barrett Walk,Peter,Price,25,Unknown,Single,Male,Arts development officer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
56,Barrett Walk,Louis,Gill,35,Unknown,Single,Male,Immunologist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
57,Barrett Walk,Dennis,Hammond,38,Head,Divorced,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
57,Barrett Walk,Carol,Hammond,11,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
57,Barrett Walk,Kenneth,Hammond,9,Son,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
57,Barrett Walk,Julie,Hammond,8,Daughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
58,Barrett Walk,Judith,Barker,41,Head,Married,Female,Energy manager,Healthy,Christian,Adult,Employed,Non-disabled,Religious
58,Barrett Walk,Dylan,Barker,43,Husband,Married,Male,Agricultural engineer,Healthy,Christian,Adult,Employed,Non-disabled,Religious
59,Barrett Walk,Leonard,Miller,63,Head,Single,Male,TEFL teacher,Healthy,Christian,Adult,Employed,Non-disabled,Religious
60,Barrett Walk,Damian,Martin,56,Head,Married,Male,Higher education careers adviser,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
60,Barrett Walk,Ashleigh,Martin,52,Wife,Married,Female,"Conservator, museum/gallery",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
61,Barrett Walk,Terry,Leonard,67,Head,Married,Male,"Administrator, sports",Healthy,Methodist,Adult,Employed,Non-disabled,Religious
61,Barrett Walk,Shirley,Leonard,62,Wife,Married,Female,"Engineer, drilling",Healthy,Methodist,Adult,Employed,Non-disabled,Religious
62,Barrett Walk,Hollie,Wood,23,Head,Single,Female,Artist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
62,Barrett Walk,Jonathan,Dean,25,Partner,Single,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
63,Barrett Walk,Sally,Kelly,63,Head,Married,Female,"Engineer, technical sales",Healthy,Christian,Adult,Employed,Non-disabled,Religious
63,Barrett Walk,Glenn,Kelly,65,Husband,Married,Male,Visual merchandiser,Healthy,Christian,Adult,Employed,Non-disabled,Religious
63,Barrett Walk,Raymond,Kelly,27,Son,Single,Male,Multimedia specialist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
64,Barrett Walk,Glenn,Evans,58,Head,Married,Male,Acupuncturist,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
64,Barrett Walk,Georgina,Evans,54,Wife,Married,Female,Seismic interpreter,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
64,Barrett Walk,Rachel,Evans,33,Daughter,Divorced,Female,"Geologist, wellsite",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
64,Barrett Walk,Brenda,Evans,31,Daughter,Divorced,Female,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
64,Barrett Walk,Mohammad,Evans,28,Son,Single,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
65,Barrett Walk,Danielle,Allen,81,Head,Widowed,Female,Retired Structural engineer,Healthy,Christian,Senior,Retired,Non-disabled,Religious
66,Barrett Walk,Aimee,O'Neill,57,Head,Married,Female,Health and safety adviser,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
66,Barrett Walk,Phillip,O'Neill,57,Husband,Married,Male,"Accountant, chartered",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
66,Barrett Walk,Justin,O'Neill,19,Son,Single,Male,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
66,Barrett Walk,Stephen,O'Neill,15,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
67,Barrett Walk,Eleanor,Knight,77,Head,Widowed,Female,Retired,Healthy,Catholic,Senior,Retired,Non-disabled,Religious
67,Barrett Walk,Abdul,Knight,44,Son,Divorced,Male,Chartered legal executive (England and Wales),Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
67,Barrett Walk,Eric,Knight,40,Son,Single,Male,Ecologist,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
67,Barrett Walk,Carol,Knight,37,Daughter,Single,Female,"Engineer, site",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
67,Barrett Walk,Tracey,Knight,33,Daughter,Divorced,Female,Geophysicist/field seismologist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
68,Barrett Walk,Robin,Thomas,45,Head,Married,Male,"Pharmacist, hospital",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
68,Barrett Walk,Aimee,Thomas,41,Wife,Married,Female,"Nurse, adult",Healthy,Catholic,Adult,Employed,Non-disabled,Religious
69,Barrett Walk,Richard,May,74,Head,Married,Male,Retired Economist,Healthy,Christian,Senior,Retired,Non-disabled,Religious
69,Barrett Walk,Katie,May,79,Wife,Married,Female,"Retired Engineer, structural",Healthy,No Religion,Senior,Retired,Non-disabled,Non-religious
69,Barrett Walk,Jemma,Reeves,35,Unknown,Married,Female,Agricultural engineer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
69,Barrett Walk,Gareth,Reeves,42,Unknown,Married,Male,Insurance underwriter,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
69,Barrett Walk,Angela,Reeves,14,Unknown,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
70,Barrett Walk,Joan,Blackburn,27,Head,Single,Female,"Designer, textile",Healthy,Muslim,Adult,Employed,Non-disabled,Religious
70,Barrett Walk,Stuart,Bryant,27,Partner,Single,Male,"Nurse, adult",Healthy,Muslim,Adult,Employed,Non-disabled,Religious
71,Barrett Walk,Carly,Briggs,19,Head,Single,Female,University Student,Healthy,Catholic,Adult,University Student,Non-disabled,Religious
71,Barrett Walk,Bernard,Peters,44,Unknown,Single,Male,"Librarian, public",Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
71,Barrett Walk,Lauren,Henderson,39,Unknown,Single,Female,"Editor, commissioning",Healthy,Christian,Adult,Employed,Non-disabled,Religious
71,Barrett Walk,Kayleigh,Hughes,39,Unknown,Single,Female,IT trainer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
71,Barrett Walk,Roger,Harris,28,Unknown,Single,Male,Financial risk analyst,Healthy,Sikh,Adult,Employed,Non-disabled,Religious
72,Barrett Walk,Louise,Burns,19,Head,Single,Female,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
72,Barrett Walk,Anthony,Donnelly,45,Unknown,Divorced,Male,Technical author,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
73,Barrett Walk,Cheryl,Lloyd,77,Head,Widowed,Female,"Retired Producer, television/film/video",Healthy,Christian,Senior,Retired,Non-disabled,Religious
74,Barrett Walk,Dorothy,Turner,50,Head,Single,Female,"Scientist, marine",Healthy,Methodist,Adult,Employed,Non-disabled,Religious
74,Barrett Walk,Zoe,Turner,31,Daughter,Single,Female,Chartered loss adjuster,Healthy,Methodist,Adult,Employed,Non-disabled,Religious
74,Barrett Walk,Linda,Turner,31,Daughter,Divorced,Female,Legal executive,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
75,Barrett Walk,Brenda,Bradley,35,Head,Single,Female,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
75,Barrett Walk,Kieran,Bradley,15,Son,Single,Male,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
75,Barrett Walk,Geraldine,Bradley,13,Daughter,Single,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
76,Barrett Walk,Molly,Baker,43,Head,Single,Female,"Surveyor, building",Healthy,Christian,Adult,Employed,Non-disabled,Religious
76,Barrett Walk,Jacob,Miller,48,Partner,Single,Male,Multimedia programmer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
76,Barrett Walk,Fiona,Baker,2,Daughter,Single,Female,Child,Healthy,No Religion,Child,Child,Non-disabled,Non-religious
76,Barrett Walk,Lauren,Woods,61,Sibling,Divorced,Female,Charity fundraiser,Healthy,Christian,Adult,Employed,Non-disabled,Religious
76,Barrett Walk,Shane,Wilkins,45,Lodger,Single,Male,Outdoor activities/education manager,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
76,Barrett Walk,Nathan,Kay,42,Lodger,Single,Male,Sport and exercise psychologist,Healthy,Christian,Adult,Employed,Non-disabled,Religious
77,Barrett Walk,Sara,Hayes,62,Head,Married,Female,Camera operator,Physical Disability,No Religion,Adult,Employed,Disabled,Non-religious
77,Barrett Walk,Gerard,Hayes,64,Husband,Married,Male,Unemployed,Healthy,No Religion,Adult,Unemployed,Non-disabled,Non-religious
77,Barrett Walk,Stacey,Hayes,38,Daughter,Divorced,Female,Amenity horticulturist,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
78,Barrett Walk,Angela,Kemp,18,Head,Married,Female,Student,Healthy,No Religion,Teenager,Student,Non-disabled,Non-religious
78,Barrett Walk,Glen,Kemp,21,Husband,Married,Male,University Student,Healthy,No Religion,Adult,University Student,Non-disabled,Non-religious
79,Barrett Walk,Iain,Hughes,19,Head,Married,Male,Advertising art director,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
79,Barrett Walk,Tracey,Hughes,23,Wife,Married,Female,Multimedia programmer,Healthy,No Religion,Adult,Employed,Non-disabled,Non-religious
80,Barrett Walk,Christine,White,62,Head,Married,Female,Hotel manager,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
80,Barrett Walk,Jordan,White,62,Husband,Married,Male,Associate Professor,Healthy,Catholic,Adult,Employed,Non-disabled,Religious
80,Barrett Walk,Malcolm,Iqbal,11,Grandson,Single,Male,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
80,Barrett Walk,Megan,Miller,8,Granddaughter,Single,Female,Student,Healthy,No Religion,Child,Student,Non-disabled,Non-religious
